n,Site_ID,Unit,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
16,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.39,0.39,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0421634109667, -28.3548493524512)"
17,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0429295907554, -28.3548493524512)"
18,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0436957705441, -28.3548493524512)"
19,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0444619503328, -28.3548493524512)"
20,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.4,0.4,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0429295907554, -28.3540831726625)"
21,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.4,0.4,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0436957705441, -28.3540831726625)"
1,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.48,0.48,828,16.4,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0157042859703, -28.3521560329638)"
2,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.49,0.49,828,16.4,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0164704646376, -28.3521560329638)"
3,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.45,0.45,832,16.3,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.017236643305, -28.3521560329638)"
4,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.48,0.48,832,16.3,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0180028219723, -28.3521560329638)"
5,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.45,0.45,828,16.4,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0157042859703, -28.3513898542965)"
6,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.47,0.47,828,16.4,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0164704646376, -28.3513898542965)"
7,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.5,0.5,832,16.3,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.017236643305, -28.3513898542965)"
8,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.5,0.5,832,16.3,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0180028219723, -28.3513898542965)"
9,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.49,0.49,832,16.3,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0187690006396, -28.3513898542965)"
10,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.46,0.46,828,16.4,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0157042859703, -28.3506236756292)"
11,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.49,0.49,828,16.4,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0164704646376, -28.3506236756292)"
12,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.10000000149011612,0.49,0.49,832,16.3,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.017236643305, -28.3506236756292)"
13,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.10000000149011612,0.5,0.5,832,16.3,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0180028219723, -28.3506236756292)"
14,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.10000000149011612,0.5,0.5,832,16.3,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0187690006396, -28.3506236756292)"
15,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.44,0.44,851,15.7,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0157042859703, -28.3498574969619)"
16,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.44,0.44,851,15.7,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0164704646376, -28.3498574969619)"
17,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.10000000149011612,0.45,0.45,827,16.8,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.017236643305, -28.3498574969619)"
18,FZTZNSB003,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.10000000149011612,0.51,0.51,827,16.8,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0180028219723, -28.3498574969619)"
1,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.44,0.44,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0425832209149, -28.3552637441337)"
2,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0433493943829, -28.3552637441337)"
3,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.044115567851, -28.3552637441337)"
4,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.44,0.44,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.044881741319, -28.3552637441337)"
5,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.4,0.4,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0425832209149, -28.3544975706656)"
6,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0433493943829, -28.3544975706656)"
7,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.4,0.4,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.044115567851, -28.3544975706656)"
8,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.044881741319, -28.3544975706656)"
10,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0418170474469, -28.3537313971976)"
11,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.38,0.38,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0425832209149, -28.3537313971976)"
12,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.4,0.4,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0433493943829, -28.3537313971976)"
13,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.39,0.39,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.044115567851, -28.3537313971976)"
14,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.044881741319, -28.3537313971976)"
15,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.045647914787, -28.3537313971976)"
16,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0425832209149, -28.3529652237296)"
17,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.4,0.4,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.043349394383, -28.3529652237296)"
18,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.044115567851, -28.3529652237296)"
19,FZTZNSB004,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.044881741319, -28.3529652237296)"
1,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.55,0.55,805,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0411316589539, -28.1795598832749)"
2,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.56,0.56,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0418972066752, -28.1795598832749)"
3,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.59,0.59,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0426627543966, -28.1795598832749)"
4,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.52,0.52,805,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0403661112325, -28.1787943355535)"
5,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.56,0.56,805,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0411316589539, -28.1787943355535)"
6,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.54,0.54,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0418972066752, -28.1787943355535)"
7,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.6,0.6,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0426627543966, -28.1787943355535)"
8,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.59,0.59,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.043428302118, -28.1787943355535)"
9,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.55,0.55,805,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0403661112325, -28.1780287878321)"
10,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.58,0.58,805,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0411316589539, -28.1780287878321)"
11,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.59,0.59,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0418972066752, -28.1780287878321)"
12,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.59,0.59,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0426627543966, -28.1780287878321)"
13,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.58,0.58,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.043428302118, -28.1780287878321)"
14,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.53,0.53,805,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0403661112325, -28.1772632401107)"
15,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.53,0.53,805,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0411316589539, -28.1772632401107)"
16,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.61,0.61,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0418972066752, -28.1772632401107)"
17,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.59,0.59,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0426627543966, -28.1772632401107)"
18,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.59,0.59,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.043428302118, -28.1772632401107)"
19,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.57,0.57,805,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0411316589539, -28.1764976923894)"
20,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.55,0.55,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0418972066752, -28.1764976923894)"
21,FZTZZLR001,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.58,0.58,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0426627543966, -28.1764976923894)"
1,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.53,0.53,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0734361572608, -28.178318237089)"
2,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.55,0.55,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.074201681074, -28.1783182370889)"
3,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.56,0.56,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0749672048873, -28.1783182370889)"
4,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.55,0.55,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0726706334476, -28.1775527132757)"
5,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.55,0.55,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0734361572608, -28.1775527132757)"
6,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.55,0.55,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.074201681074, -28.1775527132757)"
7,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.53,0.53,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0749672048873, -28.1775527132757)"
8,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.57,0.57,828,18,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0757327287005, -28.1775527132757)"
9,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.52,0.52,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0726706334476, -28.1767871894625)"
10,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.55,0.55,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0734361572608, -28.1767871894625)"
11,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.54,0.54,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.074201681074, -28.1767871894625)"
12,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.59,0.59,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0749672048873, -28.1767871894625)"
13,FZTZZLR002,FZTZZLR,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.59,0.59,828,18,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0757327287005, -28.1767871894625)"
