n,Site_ID,Unit,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
18,TSTABSE004,TSTABSE,Basuto East,Tsitsa,2246.8723889457656,0.6807881948770893,1529.644197789561,0.024652778171002865,0,0.45,0.45,787,15.2,38.140625,16.54329490661621,13.342466354370117,"c(28.4733829478281, -30.9227033233437)"
1,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.4,0.4,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.990941368426, -28.3860456030933)"
2,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.42,0.42,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9894087404226, -28.3852792890917)"
3,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.39,0.39,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9901750544243, -28.3852792890917)"
4,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.39,0.39,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.990941368426, -28.3852792890917)"
5,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.38,0.38,894,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9917076824277, -28.3852792890917)"
6,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.38,0.38,894,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9924739964294, -28.3852792890917)"
7,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.4,0.4,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9894087404226, -28.38451297509)"
8,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.41,0.41,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9901750544243, -28.38451297509)"
9,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.43,0.43,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.990941368426, -28.38451297509)"
10,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.41,0.41,894,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9917076824277, -28.38451297509)"
11,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.41,0.41,894,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9924739964294, -28.38451297509)"
12,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.43,0.43,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9894087404226, -28.3837466610883)"
13,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.43,0.43,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9901750544243, -28.3837466610883)"
14,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.41,0.41,892,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.990941368426, -28.3837466610883)"
15,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.43,0.43,894,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9917076824277, -28.3837466610883)"
16,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.41,0.41,894,14.7,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9924739964294, -28.3837466610883)"
17,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.41,0.41,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9901750544243, -28.3829803470865)"
18,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.43,0.43,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.990941368426, -28.3829803470865)"
19,FZTZMBD001,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0,0.41,0.41,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9917076824277, -28.3829803470865)"
1,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.44,0.44,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9970009916035, -28.3796169074952)"
2,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.42,0.42,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9977672789977, -28.3796169074952)"
3,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.41,0.41,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9985335663919, -28.3796169074952)"
4,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.44,0.44,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9962347042092, -28.378850620101)"
5,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.43,0.43,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9970009916035, -28.378850620101)"
6,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.45,0.45,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9977672789977, -28.378850620101)"
7,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.43,0.43,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9985335663919, -28.378850620101)"
8,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.42,0.42,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9992998537862, -28.378850620101)"
9,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.43,0.43,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9962347042092, -28.3780843327067)"
10,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.43,0.43,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9970009916035, -28.3780843327067)"
11,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.44,0.44,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9977672789977, -28.3780843327067)"
12,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.44,0.44,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9985335663919, -28.3780843327067)"
13,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.4,0.4,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9992998537862, -28.3780843327067)"
14,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.41,0.41,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9962347042092, -28.3773180453125)"
15,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.42,0.42,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9970009916035, -28.3773180453125)"
16,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.44,0.44,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9977672789977, -28.3773180453125)"
17,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.44,0.44,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9985335663919, -28.3773180453125)"
18,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.42,0.42,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9992998537862, -28.3773180453125)"
19,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.42,0.42,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9970009916035, -28.3765517579182)"
20,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.42,0.42,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9977672789977, -28.3765517579182)"
21,FZTZMBD002,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.41,0.41,873,15.1,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9985335663919, -28.3765517579182)"
1,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.47,0.47,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9881387365653, -28.3758786175738)"
2,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.47,0.47,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9889050161721, -28.3758786175738)"
3,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.47,0.47,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9873724569584, -28.3751123379669)"
4,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.5,0.5,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9881387365653, -28.3751123379669)"
5,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.48,0.48,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9889050161721, -28.3751123379669)"
6,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.45,0.45,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.989671295779, -28.3751123379669)"
7,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.45,0.45,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9904375753858, -28.3751123379669)"
8,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.45,0.45,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9873724569584, -28.37434605836)"
9,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9881387365653, -28.37434605836)"
10,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.47,0.47,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9889050161721, -28.37434605836)"
11,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.989671295779, -28.37434605836)"
12,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9904375753858, -28.37434605836)"
13,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9873724569584, -28.3735797787532)"
14,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9881387365653, -28.3735797787532)"
15,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.48,0.48,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9889050161721, -28.3735797787532)"
16,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.47,0.47,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.989671295779, -28.3735797787532)"
17,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9904375753858, -28.3735797787532)"
18,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.20000000298023224,0.49,0.49,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9881387365653, -28.3728134991463)"
19,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.20000000298023224,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9889050161721, -28.3728134991463)"
20,FZTZMBD003,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.48,0.48,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.989671295779, -28.3728134991463)"
1,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.47,0.47,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9879986788237, -28.3758282723839)"
2,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.47,0.47,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9887649584306, -28.3758282723839)"
3,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.46,0.46,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9895312380374, -28.3758282723839)"
4,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.46,0.46,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9872323992169, -28.375061992777)"
5,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.5,0.5,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9879986788237, -28.375061992777)"
6,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.48,0.48,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9887649584306, -28.375061992777)"
7,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.45,0.45,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9895312380374, -28.375061992777)"
8,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.47,0.47,857,15.3,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9902975176443, -28.375061992777)"
9,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.45,0.45,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9872323992169, -28.3742957131702)"
10,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9879986788237, -28.3742957131702)"
11,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.47,0.47,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9887649584306, -28.3742957131702)"
12,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9895312380374, -28.3742957131702)"
13,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.49,0.49,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9902975176443, -28.3742957131702)"
14,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.10000000149011612,0.44,0.44,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9872323992169, -28.3735294335633)"
15,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.46,0.46,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9879986788237, -28.3735294335633)"
16,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.48,0.48,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9887649584306, -28.3735294335633)"
17,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.47,0.47,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9895312380374, -28.3735294335633)"
18,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.30000001192092896,0.42,0.42,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9902975176443, -28.3735294335633)"
19,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.20000000298023224,0.49,0.49,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9879986788237, -28.3727631539564)"
20,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.20000000298023224,0.47,0.47,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9887649584306, -28.3727631539564)"
21,FZTZMBD004,FZTZMBD,Mbundu village,uMfolozi-uMhlatuze,2094.571152775043,0.9288451956613392,1945.5323522259316,0.15539773081598646,0.20000000298023224,0.49,0.49,844,15.6,38.312286376953125,7.445744514465332,7.134602069854736,"c(30.9895312380374, -28.3727631539564)"
1,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.43,0.43,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0421634109667, -28.3571478918173)"
2,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0429295907554, -28.3571478918173)"
3,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.43,0.43,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0436957705441, -28.3571478918173)"
4,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0444619503328, -28.3571478918173)"
5,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.44,0.44,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0421634109667, -28.3563817120286)"
6,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.45,0.45,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0429295907554, -28.3563817120286)"
7,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.43,0.43,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0436957705441, -28.3563817120286)"
8,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.43,0.43,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0444619503328, -28.3563817120286)"
9,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0452281301215, -28.3563817120286)"
10,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.43,0.43,841,16.2,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.041397231178, -28.3556155322399)"
11,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.45,0.45,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0421634109667, -28.3556155322399)"
12,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0429295907554, -28.3556155322399)"
13,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0436957705441, -28.3556155322399)"
14,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.41,0.41,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0444619503328, -28.3556155322399)"
15,FZTZNSB001,FZTZNSB,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.42,0.42,868,15.5,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0452281301215, -28.3556155322399)"
