n,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
50,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.4,0.4,794,15.1,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5175084200931, -30.9149965504522)"
51,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.46,0.46,795,15.1,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5293994137931, -30.9223729035927)"
52,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.39,0.39,793,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5138880266765, -30.8989356634073)"
53,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.38,0.38,795,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5213756570293, -30.8924196076205)"
54,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.43,0.43,783,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5114732015085, -30.9372375487)"
55,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.49,0.49,793,15.4,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5219827923255, -30.9275128240118)"
56,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.39,0.39,795,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5194783402351, -30.8945396581018)"
57,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.46,0.46,787,15.5,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5062256212397, -30.9334420261495)"
58,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.4000000059604645,0.39,0.39,803,14.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5410031437395, -30.922743779757)"
59,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,796,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5361248113533, -30.8978461116817)"
60,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.46,0.46,784,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5068746627474, -30.925726471461)"
61,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.38,0.38,795,14.8,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5169094202016, -30.9029562147613)"
62,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.38,0.38,794,15.1,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5210914955251, -30.9111443065218)"
63,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.44,0.44,788,15.5,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5223683788557, -30.9214672481751)"
64,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.42,0.42,782,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5097879434432, -30.9187146331201)"
65,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.49,0.49,800,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5384437915607, -30.9038213665652)"
66,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.45,0.45,802,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5493699096168, -30.9058855041475)"
67,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.45,0.45,781,15.7,38.140625,16.54329490661621,13.342466354370117,"c(28.4939071292337, -30.9455320169626)"
68,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.4,0.4,793,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.542599046235, -30.9371044297148)"
69,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,788,15.5,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5210634071717, -30.9198863297254)"
70,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.41,0.41,802,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5454914191883, -30.9074392924033)"
71,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.44,0.44,793,15.4,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5189511185892, -30.9309498282582)"
72,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.44,0.44,801,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5436205483218, -30.9289494706728)"
73,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.38,0.38,792,14.8,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5160952671389, -30.9036208505411)"
74,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.39,0.39,796,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5416560648039, -30.8998124093645)"
75,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.43,0.43,789,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5351755412987, -30.9343211390849)"
76,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.42,0.42,793,15.4,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5245289455712, -30.9326439530307)"
77,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,794,14.4,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5115772883265, -30.8898434732783)"
78,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.43,0.43,793,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5125082663175, -30.894650280456)"
79,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.34,0.34,804,14.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5447902809753, -30.9222131273499)"
80,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.42,0.42,800,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5338712095358, -30.9062886611792)"
81,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.42,0.42,788,15.5,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5228810039067, -30.9183166751204)"
82,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.39,0.39,802,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5478060122304, -30.9072113867252)"
83,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.43,0.43,800,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5357810333842, -30.9326769354232)"
84,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.43,0.43,804,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5503706980567, -30.9118142845469)"
85,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.5,0.42,0.42,789,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5341721798732, -30.9366095969281)"
86,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.44,0.44,796,14.9,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5319880849989, -30.9147089375098)"
87,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.42,0.42,801,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5474040248629, -30.8973487918787)"
88,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.4,0.4,795,14.8,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5185160936135, -30.9067626054295)"
89,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.47,0.47,783,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5161642828444, -30.9341682308527)"
90,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.39,0.39,801,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5495298928749, -30.8989348793727)"
91,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.42,0.42,784,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5057969282536, -30.929914129716)"
92,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.43,0.43,789,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5359827174191, -30.9379786220626)"
93,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,800,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.54012524179, -30.9076592819887)"
94,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.37,0.37,800,14.6,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5390377666644, -30.9078903372702)"
95,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.20000000298023224,0.47,0.47,796,15.1,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5309925050564, -30.9259337048551)"
96,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.4000000059604645,0.37,0.37,803,14.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5375572201773, -30.9224553301818)"
97,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.35,0.35,793,14.5,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5118444655434, -30.8953774806327)"
98,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.36,0.36,793,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5423729475341, -30.9387363328714)"
99,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.30000001192092896,0.47,0.47,783,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5100152386463, -30.9359806895928)"
100,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0.10000000149011612,0.41,0.41,794,14.4,41.338592529296875,19.336162567138672,18.392536163330078,"c(28.5143916982284, -30.8876715671146)"
84,KuMagwaca,Tsitsa,2106.989365462461,0.6920186724353865,1458.0759835228098,0.13909774721789178,0,0.41,0.41,797,15.4,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5450259383777, -30.9436776828845)"
1,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.30000001192092896,0.38,0.38,823,13.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5796580531478, -30.9610592444807)"
2,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.30000001192092896,0.38,0.38,813,14.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5739788569487, -30.9623693123238)"
3,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.38,0.38,807,15,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5660357883035, -30.9587743166129)"
4,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.4000000059604645,0.36,0.36,823,13.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5773581672529, -30.9530897676169)"
5,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.30000001192092896,0.49,0.49,788,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5184329307799, -30.9441571875323)"
6,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.20000000298023224,0.49,0.49,788,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5299129535769, -30.9494658397167)"
7,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.41,0.41,808,14.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5529661464545, -30.9503576095936)"
8,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.36,0.36,808,14.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5565442315861, -30.9567065811001)"
9,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.48,0.48,799,15.3,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5271174648322, -30.9602909527895)"
10,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.41,0.41,801,15.2,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5454120698422, -30.9577844097444)"
11,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.4000000059604645,0.44,0.44,788,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5210299560445, -30.9424423881619)"
12,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.30000001192092896,0.38,0.38,813,14.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5735854944453, -30.9691830034198)"
13,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.51,0.51,787,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5019587151268, -30.9502333846687)"
14,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.4,0.4,807,15,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.560593459884, -30.9630475716659)"
15,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.20000000298023224,0.37,0.37,823,13.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5809603037675, -30.9591138864324)"
16,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.4,0.4,805,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5519998092052, -30.9480439962631)"
17,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.36,0.36,806,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5478020047301, -30.9666133887921)"
18,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.10000000149011612,0.37,0.37,811,14.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5648688266549, -30.9515417134506)"
19,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.45,0.45,806,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5454596513951, -30.9618163530531)"
20,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.30000001192092896,0.47,0.47,788,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5165379860356, -30.9432903558021)"
21,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.4000000059604645,0.4,0.4,822,13.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5735861063525, -30.9542828834677)"
22,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.47,0.47,797,15.4,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5484762447842, -30.94787953916)"
23,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.39,0.39,805,15,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5539588412807, -30.960144771349)"
24,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.20000000298023224,0.48,0.48,793,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5343420654182, -30.9462419226902)"
25,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.10000000149011612,0.34,0.34,812,14.3,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5596587637929, -30.9480634969549)"
26,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.4000000059604645,0.38,0.38,823,13.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5776172935105, -30.9532814797318)"
27,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.45,0.45,805,14.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5513522237588, -30.9494672667442)"
28,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0,0.45,0.45,783,15.7,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5042196008631, -30.9471491589487)"
29,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.10000000149011612,0.5,0.5,793,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5407302789426, -30.9476486344617)"
30,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.10000000149011612,0.42,0.42,802,15.2,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5447631865346, -30.9674906034372)"
31,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.10000000149011612,0.41,0.41,804,15,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5412562308605, -30.9715098424959)"
32,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.10000000149011612,0.46,0.46,790,15.6,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.5243867032266, -30.9530241761446)"
33,Ngqayi,Tsitsa,1748.495012938775,0.6358006352978816,1111.6942400416508,0.17607655846758902,0.30000001192092896,0.4,0.4,823,13.9,37.72651290893555,17.852375030517578,14.131917953491211,"c(28.582801354824, -30.9571122559826)"
