n,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
92,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.10000000149011612,0.42,0.42,881,15.1,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0307292386163, -28.3695928977116)"
93,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0,0.43,0.43,825,17.3,30.03911018371582,6.249584674835205,6.313562870025635,"c(31.0391923507102, -28.3224795901984)"
94,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.10000000149011612,0.44,0.44,890,14.9,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0203063249552, -28.3648847835787)"
95,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.44,0.44,886,15.2,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0553158418643, -28.3575106891097)"
96,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.6000000238418579,0.45,0.45,856,16.1,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0747612615037, -28.3584504507587)"
97,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.4000000059604645,0.45,0.45,888,15.2,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0525647538159, -28.3363345603177)"
98,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.20000000298023224,0.48,0.48,826,16.9,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0321129523014, -28.3418913319101)"
99,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.30000001192092896,0.4,0.4,858,15.9,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.064968603809, -28.352821870352)"
100,Nsubeni village,uMfolozi-uMhlatuze,3024.7076491854727,0.8577417514626478,2594.418036674815,0.3023255852860325,0.5,0.4,0.4,856,16.1,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0681667881738, -28.3622695558622)"
1,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.59,0.59,821,18.1,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0607667862542, -28.1645005003554)"
2,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.54,0.54,825,18.1,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0439079661817, -28.0953098364686)"
3,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.56,0.56,811,18.2,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0192586472338, -28.174353138444)"
4,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.54,0.54,837,17.8,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0630717513998, -28.1159153659474)"
5,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.57,0.57,803,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0233001899499, -28.1783475854052)"
6,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.59,0.59,829,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0576646311791, -28.1075539071882)"
7,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.57,0.57,815,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0713210417421, -28.170127923787)"
8,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.52,0.52,821,18.1,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0646508684583, -28.1594103883685)"
9,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.58,0.58,825,18.1,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0482918239968, -28.0947671375051)"
10,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.58,0.58,795,18.7,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0308173762224, -28.1879833755117)"
11,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,830,17.9,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0498485381984, -28.129745512523)"
12,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.58,0.58,832,17.9,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0567234636257, -28.1287664820182)"
13,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.55,0.55,835,17.9,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0711172769567, -28.1392553992815)"
14,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.52,0.52,826,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0632485349227, -28.1529040647081)"
15,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.47,0.47,853,17.3,34.93125534057617,6.22691011428833,7.235011100769043,"c(31.1069848374645, -28.1648338476199)"
16,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.57,0.57,815,18.2,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0508100021831, -28.1741325256877)"
17,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.54,0.54,815,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0699759833733, -28.1684830713143)"
18,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.58,0.58,803,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0201015890467, -28.1805522566106)"
19,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.54,0.54,810,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0575813867362, -28.175352207418)"
20,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.52,0.52,793,18.8,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0437968799817, -28.1875979722525)"
21,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.56,0.56,803,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0230576701883, -28.1775938434594)"
22,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.53,0.53,842,17.7,34.93125534057617,6.22691011428833,7.235011100769043,"c(31.0836641834026, -28.1558182048832)"
23,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.53,0.53,816,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0739395648583, -28.1757406055643)"
24,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.6,0.6,830,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0458223831231, -28.1161647783767)"
25,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.52,0.52,793,18.8,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0447302132629, -28.1858853724955)"
26,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.6,0.6,815,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0673222968528, -28.1686475425657)"
27,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.57,0.57,829,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0566219045866, -28.1072519310072)"
28,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.49,0.49,844,17.5,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0831789490505, -28.1534766494355)"
29,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.55,0.55,793,18.8,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0472344066017, -28.184115549162)"
30,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.57,0.57,852,17.5,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0675471783245, -28.123724411652)"
31,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.58,0.58,798,18.6,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0436447121981, -28.1973927909469)"
32,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.58,0.58,788,18.9,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0399223353793, -28.1945376298713)"
33,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.53,0.53,815,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0741148320374, -28.1707111647974)"
34,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.48,0.48,842,17.8,31.319339752197266,6.709075450897217,6.484952926635742,"c(31.1045895096503, -28.1722744369326)"
35,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.56,0.56,798,18.6,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0476698494919, -28.1986103890272)"
36,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.63,0.63,802,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0164095909577, -28.1672249514718)"
37,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.53,0.53,842,17.7,34.93125534057617,6.22691011428833,7.235011100769043,"c(31.0902941793589, -28.1554909026392)"
38,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,836,17.8,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0686998700262, -28.147843773527)"
39,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.46,0.46,842,17.8,31.319339752197266,6.709075450897217,6.484952926635742,"c(31.1012622536213, -28.1711976779074)"
40,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.54,0.54,835,17.9,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0673830383016, -28.1406392723729)"
41,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.51,0.51,844,17.5,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.07697161498, -28.1567300280509)"
42,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.57,0.57,803,18.5,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0472622280767, -28.1815971629305)"
43,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.54,0.54,831,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.055106550724, -28.1376507480186)"
44,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.55,0.55,816,18.2,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0649387724761, -28.1777651942102)"
45,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.58,0.58,817,18.2,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0687448738663, -28.163153802954)"
46,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.54,0.54,816,18.2,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0598166133568, -28.1795847733672)"
47,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,842,17.6,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0623078402042, -28.1232493839457)"
48,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.58,0.58,819,18.2,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0651209670735, -28.1728882572241)"
49,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.55,0.55,825,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0553525012986, -28.1448590605651)"
50,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.54,0.54,798,18.7,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0316632914998, -28.1827695899848)"
51,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.62,0.62,832,17.9,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0510007425279, -28.1263559704527)"
52,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.54,0.54,836,17.8,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.072062825339, -28.1442928647513)"
53,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.54,0.54,802,18.6,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0526670635532, -28.18836168749)"
54,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.59,0.59,838,17.7,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0628840830829, -28.1355920324674)"
55,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.52,0.52,845,17.6,34.93125534057617,6.22691011428833,7.235011100769043,"c(31.0923599193505, -28.1495097729852)"
56,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.53,0.53,829,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0512466063037, -28.1017067938368)"
57,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.59,0.59,797,18.6,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0190123888544, -28.1842352912505)"
58,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.59,0.59,831,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0572325260836, -28.1166652242646)"
59,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.47,0.47,842,17.8,31.319339752197266,6.709075450897217,6.484952926635742,"c(31.1048471336765, -28.1712815618508)"
60,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,836,17.8,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0562782274583, -28.1215928267671)"
61,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.57,0.57,803,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0191838671349, -28.1812219314206)"
62,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.53,0.53,828,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0454609430393, -28.1034569327756)"
63,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.55,0.55,798,18.7,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0320344322922, -28.1755279242713)"
64,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.46,0.46,842,17.8,31.319339752197266,6.709075450897217,6.484952926635742,"c(31.1057670893523, -28.1714059598245)"
65,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.54,0.54,796,18.6,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0120231314266, -28.1757771833709)"
66,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.55,0.55,841,17.7,34.93125534057617,6.22691011428833,7.235011100769043,"c(31.0927907790394, -28.1555393969922)"
67,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.5,0.56,0.56,813,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0535320874048, -28.1973369475587)"
68,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.59,0.59,798,18.7,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0284239157438, -28.1782137164069)"
69,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.59,0.59,841,17.7,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.066960633465, -28.1329721952597)"
70,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.58,0.58,819,18.2,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.065498412331, -28.1702204874575)"
71,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.55,0.55,835,17.9,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0734799412469, -28.1336212207425)"
72,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.52,0.52,838,17.7,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0666579010654, -28.1461181870927)"
73,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.55,0.55,833,17.9,34.93125534057617,6.22691011428833,7.235011100769043,"c(31.0904665649678, -28.1606266573764)"
74,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.53,0.53,842,17.6,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0602816537876, -28.1212349743733)"
75,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.56,0.56,802,18.6,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0543835359495, -28.1914334756337)"
76,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.55,0.55,802,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0162879173026, -28.1734697641995)"
77,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.61,0.61,802,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0073239606816, -28.1739948599988)"
78,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,822,18.1,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0575389225664, -28.1608604269562)"
79,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.54,0.54,822,18.1,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0559855414388, -28.1599434396415)"
80,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,815,18.2,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0504708940935, -28.1680453634685)"
81,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.53,0.53,836,17.8,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0746370991027, -28.1439891641094)"
82,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.55,0.55,841,17.7,34.93125534057617,6.22691011428833,7.235011100769043,"c(31.0930526838824, -28.1565895993876)"
83,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.57,0.57,836,17.8,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0565328023864, -28.1225746888823)"
84,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.4000000059604645,0.55,0.55,798,18.6,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0472272618493, -28.1970665255087)"
85,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.51,0.51,831,17.9,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0440677865718, -28.1227391423245)"
86,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.54,0.54,815,18.3,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0689818431757, -28.1705831373643)"
87,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.54,0.54,836,17.8,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0707894642256, -28.1478997835671)"
88,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.51,0.51,826,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0597679293725, -28.1565247275649)"
89,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.10000000149011612,0.53,0.53,850,17.4,34.93125534057617,6.22691011428833,7.235011100769043,"c(31.0894800183037, -28.1492955588508)"
90,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.59,0.59,821,18.2,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.077053082408, -28.1748547385914)"
91,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.58,0.58,788,18.9,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0379924968768, -28.1886220993093)"
92,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.30000001192092896,0.53,0.53,803,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0181002624302, -28.1788345714037)"
93,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,828,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0421304410849, -28.1066090883016)"
94,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.56,0.56,833,17.9,31.319339752197266,6.709075450897217,6.484952926635742,"c(31.0866894129873, -28.1666971184502)"
95,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.51,0.51,826,18.1,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0758236911675, -28.1633360551988)"
96,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0.20000000298023224,0.56,0.56,807,18.4,33.77829360961914,8.112689971923828,14.684203147888184,"c(31.0347593496026, -28.1743316318753)"
97,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,825,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0570543758356, -28.1496810216935)"
98,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.56,0.56,841,17.7,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0701069126276, -28.1289881659241)"
99,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.53,0.53,831,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0808998473988, -28.149004699695)"
100,Zulu Rock,uMfolozi-uMhlatuze,4087.980823527822,0.9519486510094121,3891.5478303096556,0.14237762567671974,0,0.55,0.55,830,18,34.18866729736328,7.511464595794678,14.058466911315918,"c(31.0475515327897, -28.112107183781)"
1,Babanango village,uMfolozi-uMhlatuze,1422.0120175856634,0.9435213135103112,1341.698646659873,0.44186992446581524,0.5,0.43,0.43,850,17,37.63459777832031,7.851795673370361,5.210672378540039,"c(31.110288221323, -28.3634917903312)"
2,Babanango village,uMfolozi-uMhlatuze,1422.0120175856634,0.9435213135103112,1341.698646659873,0.44186992446581524,0.5,0.46,0.46,853,16.2,34.70042037963867,7.287953853607178,5.268077373504639,"c(31.0832311869593, -28.3944726125231)"
